takevisits.site	takevisits.country	takevisits.source	takevisits.site2	takevisits.traffic_source	takevisits.landingpage	takevisits.sendingpage	takevisits.user	takevisits.pages	takevisits.year	takevisits.month	takevisits.day
submarino.com.br*	76	1747	mail.google.com	5	submarino.com.br/produto/7408493/geladeira-refrigerador-brastemp-duplex-ative-frost-free-brm50-429l-branco?condition=NEW&epar=em_at_nv_00_navegado_d-1&opn=EMASUBAT&rbid=ff646df1dcba82df802daf36e4bb7af0846f7ddad5ee1d9bc113bfd3cf35775a0d074a4eebacd3f45d29510fc33a0fb0&rmid=Navegado+D-1&voltagem=220+volts	mail.google.com/mail/u/0/?tab=wm#inbox/15b8bf3ed4dae68a	5jYnBqbjZrbjg0bg==	["submarino.com.br/produto/7408493/geladeira-refrigerador-brastemp-duplex-ative-frost-free-brm50-429l-branco?condition=NEW&epar=em_at_nv_00_navegado_d-1&opn=EMASUBAT&rbid=ff646df1dcba82df802daf36e4bb7af0846f7ddad5ee1d9bc113bfd3cf35775a0d074a4eebacd3f45d29510fc33a0fb0&rmid=Navegado+D-1&voltagem=220+volts","submarino.com.br/produto/7408487/geladeira-refrigerador-brastemp-duplex-frost-free-ative-brm48-403-litros-branco?condition=NEW&epar=em_at_nv_00_navegado_d-1&opn=EMASUBAT&rbid=ff646df1dcba82df802daf36e4bb7af0846f7ddad5ee1d9bc113bfd3cf35775a0d074a4eebacd3f45d29510fc33a0fb0&rmid=Navegado+D-1&voltagem=220+volts"]	17	4	20
submarino.com.br*	76	1747	google.com.br	5	submarino.com.br/produto/113150136/game-grand-theft-auto-v-xbox-360?opn=GOOGLESEARCH&WT.mc_id=googlegames&WT.srch=1&epar=bp_nb_00_go_g37502&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0CWAHdI_vb48OlhBI7yD-GX1RkLbVjOFpvnnkia_wm0aAuf18P8HAQ	google.com.br/?gws_rd=cr&ei=3Rv5WPm5KsOqwATVg4XoDg#q=gta+5+xbox+360	5kZ3p5M3A3ZnpqZA==	["submarino.com.br/produto/113150136/game-grand-theft-auto-v-xbox-360?opn=GOOGLESEARCH&WT.mc_id=googlegames&WT.srch=1&epar=bp_nb_00_go_g37502&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0CWAHdI_vb48OlhBI7yD-GX1RkLbVjOFpvnnkia_wm0aAuf18P8HAQ"]	17	4	20
submarino.com.br*	76	1747	google.com.br	5	submarino.com.br/produto/20507873/guarda-chuva-invertido-abre-contrario-g18-brizi?WT.srch=1&condition=NEW&cor=Preto&epar=&epar=bp_pl_00_go_g35210&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0KEh6c_OzqoJFiAJMYhbeatvHhQUhZyXxg1uM5cLMwcaAtZz8P8HAQ&opn=XMLGOOGLE&sellerId=18093258000145	google.com.br/?gws_rd=cr&ei=ANnoWPSFJIb7wgTCp5qwAg#q=guarda+chuva+invertido	5kZWNvZHF1ZXF6dA==	["submarino.com.br/produto/20507873/guarda-chuva-invertido-abre-contrario-g18-brizi?WT.srch=1&condition=NEW&cor=Preto&epar=&epar=bp_pl_00_go_g35210&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0KEh6c_OzqoJFiAJMYhbeatvHhQUhZyXxg1uM5cLMwcaAtZz8P8HAQ&opn=XMLGOOGLE&sellerId=18093258000145","submarino.com.br/produto/21280643?DCSext.recom=RR_item_page.rr1-ClickCP&nm_origem=rec_item_page.rr1-ClickCP&nm_ranking_rec=2","submarino.com.br/produto/21280643/guarda-chuva-invertido-roxo-abre-e-fecha-inverso-ao-contrario-gm5601-?DCSext.recom=RR_item_page.rr1-ClickCP&condition=NEW&nm_origem=rec_item_page.rr1-ClickCP&nm_ranking_rec=2","submarino.com.br/produto/20507873/guarda-chuva-invertido-abre-contrario-g18-brizi?WT.srch=1&condition=NEW&cor=Preto&epar=&epar=bp_pl_00_go_g35210&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0KEh6c_OzqoJFiAJMYhbeatvHhQUhZyXxg1uM5cLMwcaAtZz8P8HAQ&opn=XMLGOOGLE&sellerId=18093258000145"]	17	4	20
submarino.com.br*	76	1747	recomendacaodenotebooks.com.br	6	submarino.com.br/produto/131530853/notebook-dell-inspiron-i15-5567-d40b-intel-core-7-i7-8gb-amd-radeon-r7-m445-de-4gb-1tb-tela-led-15-6-linux-branco?franq=AFL-03-150800	recomendacaodenotebooks.com.br/dell-inspiron-i15-5567-d40b	5keHNoNXVpczBl	["submarino.com.br/produto/131530853/notebook-dell-inspiron-i15-5567-d40b-intel-core-7-i7-8gb-amd-radeon-r7-m445-de-4gb-1tb-tela-led-15-6-linux-branco?franq=AFL-03-150800"]	17	4	20
submarino.com.br*	76	1747	google.com.br	5	submarino.com.br	google.com.br/search?q=subma&ie=utf-8&oe=utf-8&client=firefox-b-ab&gws_rd=cr&ei=pNf4WMWwCoO2wQSKj7HAAQ#q=submarino	5leDE0ZTl3aHNrdg==	["submarino.com.br","submarino.com.br","submarino.com.br/categoria/259294?chave=prf_hm_dt_0_1_0"]	17	4	20
submarino.com.br*	76	1747	codecguide.com	5	submarino.com.br	codecguide.com/download_k-lite_codec_pack_mega.htm	5leDE0ZTl3aHNrdg==	["submarino.com.br","submarino.com.br/oferta-do-dia?chave=prf_hm_tt_0_1_wow","submarino.com.br/produto/131770662?condition=NEW&cor=PRETO&hl=lower","submarino.com.br/produto/131770662/camera-digital-gopro-hero-5-black-a-prova-d-agua-12.1mp-com-wi-fi-e-gravacao-4k-cinza-preta?condition=NEW&hl=lower","submarino.com.br/oferta-do-dia?chave=prf_hm_tt_0_1_wow"]	17	4	20
submarino.com.br*	76	1747	megacartoonhd.blogspot.com.br	5	submarino.com.br	megacartoonhd.blogspot.com.br/2016/04/os-simpsons-27-temporada.html	5leDE0ZTl3aHNrdg==	["submarino.com.br","submarino.com.br","submarino.com.br/oferta-do-dia?chave=prf_hm_tt_0_1_wow"]	17	4	20
submarino.com.br*	76	1747	americanas.com.br	5	submarino.com.br	americanas.com.br/categoria/285015?limite=24&offset=24	5mbXNwZ2RweHNhNw==	["submarino.com.br","submarino.com.br/busca/?conteudo=Conjunto+de+Panelas+08+Pe%C3%A7as+Ceramica+Life+2.5+Colour+Brinox","submarino.com.br/produto/120276992","submarino.com.br/produto/120276992","submarino.com.br/produto/120276992/conjunto-de-panelas-life-colour-em-ceramica-8-pecas-brinox?condition=NEW"]	17	4	20
submarino.com.br*	76	1747	facebook.com	1	submarino.com.br	facebook.com	5mdmZpaW5mMTZtanFvbmVhOGUyaGpqb3	["submarino.com.br","submarino.com.br","submarino.com.br/categoria/259547","submarino.com.br/categoria/259547","submarino.com.br/produto/15422730?DCSext.recom=RR_b2wAds&api=b2wads&chave=b2wads_58ecece917e124414aff0def_7902623000107&context=category&nm_origem=rec_b2wAds&nm_ranking_rec=1&oferta=58d5582b69e9c2b624f12420&pos=0&sellerId=7902623000107&sellerName=New%20nutrition","submarino.com.br/produto/15422730/colageno-hidrolisado-newnutrition-300g-natural?DCSext.recom=RR_b2wAds&api=b2wads&chave=b2wads_58ecece917e124414aff0def_7902623000107&condition=NEW&context=category&nm_origem=rec_b2wAds&nm_ranking_rec=1&oferta=58d5582b69e9c2b624f12420&pos=0&sellerId=7902623000107&sellerName=New+nutrition","submarino.com.br/busca/?conteudo=suplemento","submarino.com.br/busca/?conteudo=suplemento&filtro=%5B%7B%22id%22%3A%22common_filter%5BCategoria%5D%22%2C%22value%22%3A%22358052%22%2C%22fixed%22%3Afalse%7D%5D&ordenacao=moreRelevant&origem=neemu","submarino.com.br/busca/?conteudo=suplemento&filtro=%5B%7B%22id%22%3A%22common_filter%5BCategoria%5D%22%2C%22value%22%3A%22358052%22%2C%22fixed%22%3Afalse%7D%5D&ordenacao=moreRelevant&origem=neemu","submarino.com.br/busca/?conteudo=suplemento&filtro=%5B%7B%22id%22%3A%22common_filter%5BCategoria%5D%22%2C%22value%22%3A%22358052%22%2C%22fixed%22%3Afalse%7D%5D&ordenacao=moreRelevant&origem=neemu","submarino.com.br/busca/?conteudo=suplemento&filtro=%7B%22id%22%3A%22common_filter%5BCategoria%5D%22%2C%22value%22%3A%22358052%22%2C%22fixed%22%3Afalse%7D&limite=24&offset=24&ordenacao=moreRelevant&origem=neemu","submarino.com.br/busca/?conteudo=caseina"]	17	4	20
submarino.com.br*	76	1747	google.com.br	5	submarino.com.br/produto/13306090/celular-lg-b220-preto?opn=XMLGOOGLE&loja=21248546000136&epar=&WT.srch=1&epar=bp_pl_00_go_g35195&gclid=CP23upastNMCFckHkQodeQQJ_Q	google.com.br/search?q=celular+simples&ie=utf-8&oe=utf-8&client=firefox-b&gws_rd=cr&ei=NFn5WPSbFYH5mAHj9ov4Cg	5menpqYzZ1Z2VjOA==	["submarino.com.br/produto/13306090/celular-lg-b220-preto?opn=XMLGOOGLE&loja=21248546000136&epar=&WT.srch=1&epar=bp_pl_00_go_g35195&gclid=CP23upastNMCFckHkQodeQQJ_Q"]	17	4	20
submarino.com.br*	76	1747	theseriesdubladas.org	5	submarino.com.br	theseriesdubladas.org	5oYWhyZ2RxN3JsaQ==	["submarino.com.br","cliente.submarino.com.br/s/?guest=false&h=responsive","minhaconta.submarino.com.br/#/account/home","minhaconta.submarino.com.br/#/orders/order/03-492950979"]	17	4	20
submarino.com.br*	76	1747	google.com.br	1	submarino.com.br/produto/18408204/perfume-don-juan-paris-elysees-masculino-100ml?opn=XMLGOOGLE&WT.srch=1&loja=17325279000186&epar=&epar=bp_pl_00_go_g35147&gclid=CKGXiPmctNMCFcUHkQod0dAHIg	google.com.br/?gws_rd=ssl#q=don+juan+paris+elysees	5rbHBxaGxqaDM3	["submarino.com.br/produto/18408204/perfume-don-juan-paris-elysees-masculino-100ml?opn=XMLGOOGLE&WT.srch=1&loja=17325279000186&epar=&epar=bp_pl_00_go_g35147&gclid=CKGXiPmctNMCFcUHkQod0dAHIg"]	17	4	20
submarino.com.br*	76	1747	NULL	5	submarino.com.br/produto/129328509/tablet-samsung-galaxy-tab-a-sm-p585m-16gb-wi-fi-4g-tela-10.1-android-processador-octa-core-preto?condition=NEW&oferta=58d54ec969e9c2b624e4bf9f	NULL	5sMjlyMmM1amR0	["submarino.com.br/produto/129328509/tablet-samsung-galaxy-tab-a-sm-p585m-16gb-wi-fi-4g-tela-10.1-android-processador-octa-core-preto?condition=NEW&oferta=58d54ec969e9c2b624e4bf9f","submarino.com.br/produto/129680123/console-xbox-one-500gb-game-gears-of-war-4-via-download-controle-sem-fio-microsoft?condition=NEW","submarino.com.br/produto/129328509/tablet-samsung-galaxy-tab-a-sm-p585m-16gb-wi-fi-4g-tela-10.1-android-processador-octa-core-preto?condition=NEW&oferta=58d54ec969e9c2b624e4bf9f","submarino.com.br/produto/129328509/tablet-samsung-galaxy-tab-a-sm-p585m-16gb-wi-fi-4g-tela-10.1-android-processador-octa-core-preto?condition=NEW&oferta=58d54ec969e9c2b624e4bf9f"]	17	4	20
submarino.com.br*	76	1747	youtube.com	5	submarino.com.br/produto/129680123/console-xbox-one-500gb-game-gears-of-war-4-via-download-controle-sem-fio-microsoft?condition=NEW	youtube.com	5sMjlyMmM1amR0	["submarino.com.br/produto/129680123/console-xbox-one-500gb-game-gears-of-war-4-via-download-controle-sem-fio-microsoft?condition=NEW","submarino.com.br/busca/?conteudo=xbox+one","submarino.com.br/produto/21792801?oferta=58d40c8769e9c2b62477c437","submarino.com.br/produto/21792801/console-xbox-one-500gb-game-fifa-17-via-download-1-mes-de-ea-access-controle?condition=NEW&oferta=58d40c8769e9c2b62477c437","submarino.com.br/produto/21963373/console-xbox-one-500gb-preto-microsoft-jogo-battlefield-1?DCSext.recom=RR_item_page.rr3-CategoryTopProducts&condition=NEW&nm_origem=rec_item_page.rr3-CategoryTopProducts&nm_ranking_rec=2","submarino.com.br/produto/20244052?DCSext.recom=RR_item_page.rr2-PersonalizedClickCPInCategory&nm_origem=rec_item_page.rr2-PersonalizedClickCPInCategory&nm_ranking_rec=4","submarino.com.br/produto/9502330?DCSext.recom=RR_item_page.rr3-CategorySiloedViewPurchaseCP&nm_origem=rec_item_page.rr3-CategorySiloedViewPurchaseCP&nm_ranking_rec=4","submarino.com.br/produto/13111930?DCSext.recom=RR_item_page.rr1-ClickCP&nm_origem=rec_item_page.rr1-ClickCP&nm_ranking_rec=2","submarino.com.br/busca/?conteudo=galaxy+note","submarino.com.br/produto/129328584/tablet-samsung-galaxy-tab-a-sm-p585m-16gb-wi-fi-4g-tela-10.1-android-processador-octa-core-branco?chave=acproduct"]	17	4	20
submarino.com.br*	76	1747	NULL	5	submarino.com.br/produto/21963373/console-xbox-one-500gb-preto-microsoft-jogo-battlefield-1?DCSext.recom=RR_item_page.rr3-CategoryTopProducts&condition=NEW&nm_origem=rec_item_page.rr3-CategoryTopProducts&nm_ranking_rec=2	NULL	5sMjlyMmM1amR0	["submarino.com.br/produto/21963373/console-xbox-one-500gb-preto-microsoft-jogo-battlefield-1?DCSext.recom=RR_item_page.rr3-CategoryTopProducts&condition=NEW&nm_origem=rec_item_page.rr3-CategoryTopProducts&nm_ranking_rec=2","submarino.com.br/produto/129328584/tablet-samsung-galaxy-tab-a-sm-p585m-16gb-wi-fi-4g-tela-10.1-android-processador-octa-core-branco?chave=acproduct","submarino.com.br/produto/129328584/tablet-samsung-galaxy-tab-a-sm-p585m-16gb-wi-fi-4g-tela-10.1-android-processador-octa-core-branco?chave=acproduct","submarino.com.br/produto/21963373/console-xbox-one-500gb-preto-microsoft-jogo-battlefield-1?DCSext.recom=RR_item_page.rr3-CategoryTopProducts&condition=NEW&nm_origem=rec_item_page.rr3-CategoryTopProducts&nm_ranking_rec=2","submarino.com.br/produto/129328584/tablet-samsung-galaxy-tab-a-sm-p585m-16gb-wi-fi-4g-tela-10.1-android-processador-octa-core-branco?chave=acproduct","cliente.submarino.com.br/s/?guest=false&h=responsive","minhaconta.submarino.com.br/#/account/home","submarino.com.br/produto/21963373/console-xbox-one-500gb-preto-microsoft-jogo-battlefield-1?DCSext.recom=RR_item_page.rr3-CategoryTopProducts&condition=NEW&nm_origem=rec_item_page.rr3-CategoryTopProducts&nm_ranking_rec=2","submarino.com.br/busca/?conteudo=forza%20horizon%203&chave=acterm","submarino.com.br/produto/128831209","submarino.com.br/produto/128831209","submarino.com.br/busca/?conteudo=battlefront","submarino.com.br","submarino.com.br/busca/?conteudo=cora%C3%A7%C3%A3o+de+a%C3%A7o","submarino.com.br/busca/?conteudo=ransom%20riggs"]	17	4	20
submarino.com.br*	76	1747	youtube.com	5	submarino.com.br	youtube.com/watch?v=f5Pv5db5zpo	5sMjlyMmM1amR0	["submarino.com.br"]	17	4	20
submarino.com.br*	76	1747	google.com.br	5	submarino.com.br/produto/114656016/colecao-dvd-star-wars-a-saga-completa-6-discos-	google.com.br/search?q=SATR+WARS+SAGA&ie=utf-8&oe=utf-8&client=firefox-b&gws_rd=cr&ei=kSv5WLLgG4mcwASdq5rwBA	5sZTV0bTBzZWZsZA==	["submarino.com.br/produto/114656016/colecao-dvd-star-wars-a-saga-completa-6-discos-"]	17	4	20
submarino.com.br*	76	1747	google.com.br	5	submarino.com.br/produto/284079/relogio-digital-masculino-dw-5600-1-casio?opn=XMLGOOGLE&WT.srch=1&loja=5790243000194&epar=&epar=bp_pl_00_go_g35191&gclid=CNTe8IPKs9MCFYEJkQod2PQOlw	google.com.br/search?q=+DW-5600MS-1&ie=utf-8&oe=utf-8&client=firefox-b&gws_rd=cr&ei=WvL4WPTMOIyfwATzvaLwBQ	5tYXhtNmd4azQycw==	["submarino.com.br/produto/284079/relogio-digital-masculino-dw-5600-1-casio?opn=XMLGOOGLE&WT.srch=1&loja=5790243000194&epar=&epar=bp_pl_00_go_g35191&gclid=CNTe8IPKs9MCFYEJkQod2PQOlw","submarino.com.br/produto/15143558/relogio-masculino-casio-g-shock-dw-5600ms-1dr?opn=XMLGOOGLE&loja=6328110000163&epar=&WT.srch=1&epar=bp_pl_00_go_g35160&gclid=CMrfw4fKs9MCFRAFkQodg1YBPg","submarino.com.br/produto/15143558/relogio-masculino-casio-g-shock-dw-5600ms-1dr?WT.srch=1&condition=NEW&cor=Preto&epar=&epar=bp_pl_00_go_g35160&gclid=CMrfw4fKs9MCFRAFkQodg1YBPg&opn=XMLGOOGLE&sellerId=6328110000163&tamanho=0#&gid=null&pid=2","submarino.com.br/produto/15143558/relogio-masculino-casio-g-shock-dw-5600ms-1dr?WT.srch=1&condition=NEW&cor=Preto&epar=&epar=bp_pl_00_go_g35160&gclid=CMrfw4fKs9MCFRAFkQodg1YBPg&opn=XMLGOOGLE&sellerId=6328110000163&tamanho=0"]	17	4	20
submarino.com.br*	76	1747	americanas.com.br	5	submarino.com.br/produto/118057176/volante-3-em-1-formula-1-com-marcha-e-pedal-ps3-ps2-pc-multilaser?opn=XMLGOOGLE&WT.srch=1&loja=21306816000118&epar=&epar=bp_pl_00_go_g35169&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0Dy219TOkIWyxyxKKrTiQH3K8QGws6WP-fjs-waLJxoaApbc8P8HAQ	americanas.com.br/produto/118057176/volante-3-em-1-formula-1-com-marcha-e-pedal-ps3-ps2-pc-multilaser?opn=YSMESP&WT.srch=1&loja=21306816000118&epar=&epar=bp_pl_00_go_gm_jogos_todas_geral_gmv&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0HDSojIJttpgQsTb5iW6MKrET6CY_pG-IyM2djkE69waAvpQ8P8HAQ	5uOWtxMzF3cmp6Yg==	["submarino.com.br/produto/118057176/volante-3-em-1-formula-1-com-marcha-e-pedal-ps3-ps2-pc-multilaser?opn=XMLGOOGLE&WT.srch=1&loja=21306816000118&epar=&epar=bp_pl_00_go_g35169&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0Dy219TOkIWyxyxKKrTiQH3K8QGws6WP-fjs-waLJxoaApbc8P8HAQ","submarino.com.br/produto/118057176/volante-3-em-1-formula-1-com-marcha-e-pedal-ps3-ps2-pc-multilaser?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35169&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0Dy219TOkIWyxyxKKrTiQH3K8QGws6WP-fjs-waLJxoaApbc8P8HAQ&opn=XMLGOOGLE&sellerId=21306816000118"]	17	4	20
submarino.com.br*	76	1747	estantevirtual.com.br	5	submarino.com.br/busca?conteudo=Almanaque%20Ilustrado%20Simbolos%20-%20Mark%20O%27connell%20-%20Raje%20Airey	estantevirtual.com.br/b/mark-oconnell-raje-airey/almanaque-ilustrado-simbolos/692443036?q=Almanaque%20Ilustrado%20S%C3%ADmbolos&livro_usado=1&gclid=CPnsypHXs9MCFQYJkQodUYEMKQ	5udjhwOXA0Z2Jw	["submarino.com.br/busca?conteudo=Almanaque%20Ilustrado%20Simbolos%20-%20Mark%20O%27connell%20-%20Raje%20Airey"]	17	4	20
submarino.com.br*	76	1747	google.com.br	5	submarino.com.br/produto/118004533/dock-station-vizio-smartphone-tower-bluetooth-com-mp3-e-entradas-auxiliar-e-video-preto?WT.srch=1&condition=NEW&cor=Preto&epar=&epar=bp_pl_00_go_g35135&gclid=COmNovO1stMCFQ4EkQodrngCBg&opn=XMLGOOGLE&sellerId=00776574000660	google.com.br/search?q=receptor+antena+parab%C3%B3lica&ie=utf-8&oe=utf-8&client=firefox-b&gws_rd=cr&ei=dFb4WOKsBoO2wATthqHACQ#q=dock+station+mondial+tower+sound	5vNjdraWN3eGQwbw==	["submarino.com.br/produto/118004533/dock-station-vizio-smartphone-tower-bluetooth-com-mp3-e-entradas-auxiliar-e-video-preto?WT.srch=1&condition=NEW&cor=Preto&epar=&epar=bp_pl_00_go_g35135&gclid=COmNovO1stMCFQ4EkQodrngCBg&opn=XMLGOOGLE&sellerId=00776574000660","submarino.com.br/produto/118004533/dock-station-vizio-smartphone-tower-bluetooth-com-mp3-e-entradas-auxiliar-e-video-preto?WT.srch=1&condition=NEW&cor=Preto&epar=&epar=bp_pl_00_go_g35135&gclid=COmNovO1stMCFQ4EkQodrngCBg&opn=XMLGOOGLE&sellerId=00776574000660","submarino.com.br/categoria/258676?filtro=[{%22id%22:%22tag%22,%22value%22:%22tag_iphone7_suba%22}]&chave=prf_hm_tt_0_7_iphone"]	17	4	20
submarino.com.br*	76	1747	google.com.br	5	submarino.com.br/produto/121137960/console-playstation-4-500gb-controle-dualshock-4?opn=XMLGOOGLE&loja=11122870000150&epar=314766&WT.srch=1	google.com.br/#q=playstation+4+buscap%C3%A9	5vcHh0eWZtZXNiZA==	["submarino.com.br/produto/121137960/console-playstation-4-500gb-controle-dualshock-4?opn=XMLGOOGLE&loja=11122870000150&epar=314766&WT.srch=1","submarino.com.br/produto/18798079/console-playstation-4-500gb-slim-controle-dualshock-4?opn=XMLGOOGLE&loja=11122870000150&epar=&WT.srch=1&epar=bp_pl_00_go_g35136&gclid=COPgg_2XtNMCFVeBkQodxqkAXg"]	17	4	20
submarino.com.br*	76	1747	facebook.com	5	submarino.com.br/produto/22372485/bota-coturno-masculina-democrata-harbor?opn=CRITEOSUB&epar=ds_rm_00_cr_criteo03&s_term=CRITEOSUB	facebook.com	5wNDlxbWxwbTFrcA==	["submarino.com.br/produto/22372485/bota-coturno-masculina-democrata-harbor?opn=CRITEOSUB&epar=ds_rm_00_cr_criteo03&s_term=CRITEOSUB"]	17	4	20
submarino.com.br*	76	1747	outlook.live.com	5	submarino.com.br	outlook.live.com/owa/?realm=hotmail.com&path=/mail/inbox	5wajRuY3luMTlicg==	["submarino.com.br","submarino.com.br/oferta-do-dia?chave=prf_hm_tt_0_1_wow"]	17	4	20
submarino.com.br*	76	1747	google.com.br	5	submarino.com.br/produto/20646603/kit-lampadas-led-volkswagen-gol-g4-g5-ou-g6?opn=XMLGOOGLE&loja=20701571000160&epar=&WT.srch=1&epar=bp_pl_00_go_g35140&gclid=CKiWgNnKs9MCFcomhgodxGMEDw	google.com.br/?gws_rd=ssl#q=kit+luz+de+posi%C3%A7%C3%A3o++led+para+gol+g6	5wdHlkYWttanpzYQ==	["submarino.com.br/produto/20646603/kit-lampadas-led-volkswagen-gol-g4-g5-ou-g6?opn=XMLGOOGLE&loja=20701571000160&epar=&WT.srch=1&epar=bp_pl_00_go_g35140&gclid=CKiWgNnKs9MCFcomhgodxGMEDw","submarino.com.br/produto/125355219?DCSext.recom=RR_item_page.rr2-AdvancedMerchandisingStrategy&nm_origem=rec_item_page.rr2-AdvancedMerchandisingStrategy&nm_ranking_rec=2","submarino.com.br/parceiros/125355219?DCSext.recom=RR_item_page.rr2-AdvancedMerchandisingStrategy&condition=NEW&nm_origem=rec_item_page.rr2-AdvancedMerchandisingStrategy&nm_ranking_rec=2&productSku=125355227"]	17	4	20
submarino.com.br*	76	1747	cetelem.com.br	5	submarino.com.br/cartao-submarino	cetelem.com.br/portal/Para_Voce/index.shtml	5xcHFyaGtrZjgzaQ==	["submarino.com.br/cartao-submarino","cliente.submarino.com.br/s/?p=l,s&h=finance&next=http://carrinho.submarino.com.br/finance","cliente.submarino.com.br/s/?p=l,s&h=finance&next=http://carrinho.submarino.com.br/finance","submarino.com.br/cartao-submarino","submarino.com.br/cartao-submarino","submarino.com.br/cartao-submarino-internet-banking?WT.mc_id=hs_cartaosuba_mn_ib"]	17	4	20
submarino.com.br*	76	1747	zoom.com.br	5	submarino.com.br/produto/21954022/hd-externo-portatill-wd-elements-1-tb-usb-3-0-wdbuzg0010bbk?epar=zoom&opn=COMPARADORESSUB&loja=03&hl=lower&s_term=COMPARADORESSUB	zoom.com.br/lead?oid=42552199&sortorder=-1&index=&searchterm=&pagesize=&channel=12&og=19137&utm_source=ciuvo&utm_medium=parceiros&utm_term=HD+Externo&utm_campaign=Submarino&utm_content=Hd+Externo+Portatill+Wd+Elements+1+Tb+Usb+3.0+-+Wdbuzg0010bbk	5yNXBuazVpenczaw==	["submarino.com.br/produto/21954022/hd-externo-portatill-wd-elements-1-tb-usb-3-0-wdbuzg0010bbk?epar=zoom&opn=COMPARADORESSUB&loja=03&hl=lower&s_term=COMPARADORESSUB"]	17	4	20
submarino.com.br*	76	1747	saraiva.com.br	5	submarino.com.br/produto/126883259/notebook-dell-inspiron-i14-5458-b40-intel-core-i5-8gb-2gb-de-memoria-dedicada-1tb-14-windows-10-branco?loja=03&opn=XMLGOOGLE&epar=&WT.srch=1&epar=bp_pl_00_go_g35174&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0I1HtCw6G0cNUSn48Rtq6GaC2SzaAMwby0ogbytCZusaAo_C8P8HAQ	saraiva.com.br/notebook-gamer-dell-i15-7559-a30-intelr-coretm-i7-6700-1tb128-ssd-16gb-4gb-geforcer-gtx-960m-9375187.html	5zN3lvOGVyYmRpOA==	["submarino.com.br/produto/126883259/notebook-dell-inspiron-i14-5458-b40-intel-core-i5-8gb-2gb-de-memoria-dedicada-1tb-14-windows-10-branco?loja=03&opn=XMLGOOGLE&epar=&WT.srch=1&epar=bp_pl_00_go_g35174&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0I1HtCw6G0cNUSn48Rtq6GaC2SzaAMwby0ogbytCZusaAo_C8P8HAQ"]	17	4	20
submarino.com.br*	76	1747	mail.google.com	5	minhaconta.submarino.com.br/#/orders/order/03-493040678?epar=em_at_ts_00_entregue_transportadora&rrid=ricardovilelas@gmail.com	mail.google.com/mail/u/0/#inbox/15b88b1f14dadfc4	5zN3lvOGVyYmRpOA==	["minhaconta.submarino.com.br/#/orders/order/03-493040678?epar=em_at_ts_00_entregue_transportadora&rrid=ricardovilelas@gmail.com","cliente.submarino.com.br/s/?p=l,lg&h=responsive","minhaconta.submarino.com.br/#/account/home","minhaconta.submarino.com.br/#/orders/order/03-493040678","submarino.com.br/produto/16680679/celular-caterpillar-b25-2-polegadas-dual-sim-512mb-2g-resistente-a-agua-e-quedas-preto.?opn=XMLGOOGLE&epar=&loja=21601440000174&WT.srch=1&epar=bp_pl_00_go_g35195&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0OJpUJbO2HvR10-SyT19ZrJ-k2nVtS6d3El-gQ9GEF8aAswd8P8HAQ"]	17	4	20
submarino.com.br*	76	1747	google.com.br	5	submarino.com.br/produto/16674767/jogo-oficina-para-caminhoes-kmm-c2-gedore-110-pecas?opn=XMLGOOGLE&WT.srch=1&loja=5045200000184&epar=&epar=bp_pl_00_go_g35166&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0DH6iNaNoxJupZ9z8IMAjjEx3Bvn6dZB2-djvNp0r2YaAi9C8P8HAQ	google.com.br/shopping/product/3714240207150980185?q=jogo+de+chaves+completo&client=firefox-b-ab&biw=1536&bih=755&sa=X&ved=0ahUKEwiJka2U47PTAhVHG5AKHQVYBE8Q8wIIrAIwAQ	5zN3lvOGVyYmRpOA==	["submarino.com.br/produto/16674767/jogo-oficina-para-caminhoes-kmm-c2-gedore-110-pecas?opn=XMLGOOGLE&WT.srch=1&loja=5045200000184&epar=&epar=bp_pl_00_go_g35166&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0DH6iNaNoxJupZ9z8IMAjjEx3Bvn6dZB2-djvNp0r2YaAi9C8P8HAQ"]	17	4	20
